t_s,weight
2.2684,90.0
2.2768,91.0
2.2851,91.0
2.2934,91.0
2.3018,95.0
2.3101,95.0
2.3185,95.0
2.3268,95.0
2.3352,95.0
2.3435,95.0
2.3518,95.0
2.3602,96.0
2.3685,98.9
2.3769,101.7
2.3852,104.6
2.3935,107.4
2.4019,110.3
2.4102,113.1
2.4186,115.0
2.4269,115.0
2.4353,115.0
2.4436,115.7
2.4519,116.6
2.4603,117.5
2.4686,118.3
2.477,119.2
2.4853,120.1
2.4936,120.9
2.502,121.8
2.5103,122.7
2.5187,123.5
2.527,124.4
2.5354,125.3
2.5437,126.1
2.552,127.0
2.5604,129.7
2.5687,132.4
2.5771,135.1
2.5854,137.9
2.5937,140.6
2.6021,143.3
2.6104,145.0
2.6188,145.0
2.6271,145.0
2.6355,145.0
2.6438,146.0
2.6521,146.0
2.6605,147.3
2.6688,148.6
2.6772,149.9
2.6855,151.2
2.6938,152.5
2.7022,153.8
2.7105,155.1
2.7189,156.4
2.7272,157.7
2.7356,159.0
2.7439,159.0
2.7522,162.0
2.7606,165.1
2.7689,165.1
2.7773,165.1
2.7856,165.1
2.7939,165.1
2.8023,165.1
2.8106,165.1
2.819,165.1
2.8273,165.1
2.8357,165.1
2.844,165.1
2.8523,167.2
2.8607,170.4
2.869,173.6
2.8774,176.8
2.8857,180.0
2.894,180.0
2.9024,180.0
2.9107,180.0
2.9191,180.0
2.9274,180.0
2.9358,180.0
2.9441,180.0
2.9524,180.0
2.9608,186.0
2.9691,186.0
2.9775,186.0
2.9858,186.0
2.9941,186.0
3.0025,187.0
3.0108,187.0
3.0192,187.0
3.0275,187.0
3.0359,187.0
3.0442,187.0
3.0525,187.0
3.0609,191.5
3.0692,196.0
3.0776,200.5
3.0859,205.0
3.0942,205.0
3.1026,205.0
3.1109,205.0
3.1193,205.0
3.1276,205.0
3.136,205.0
3.1443,205.0
3.1526,205.8
3.161,206.5
3.1693,207.2
3.1777,208.0
3.186,208.8
3.1943,209.5
3.2027,210.2
3.211,211.0
3.2194,211.0
3.2277,211.0
3.2361,211.0
3.2444,211.0
3.2527,217.0
3.2611,217.0
3.2694,217.0
3.2778,217.0
3.2861,217.0
3.2944,217.0
3.3028,217.0
3.3111,217.0
3.3195,217.0
3.3278,217.0
3.3362,217.0
3.3445,217.0
3.3528,220.0
3.3612,223.0
3.3695,225.0
3.3779,225.0
3.3862,225.0
3.3945,225.0
3.4029,225.0
3.4112,225.0
3.4196,225.0
3.4279,225.0
3.4363,226.0
3.4446,226.0
3.4529,226.0
3.4613,226.0
3.4696,226.0
3.478,226.0
3.4863,226.0
3.4946,226.8
3.503,226.8
3.5113,226.8
3.5197,226.8
3.528,226.8
3.5364,226.8
3.5447,226.8
3.553,226.8
3.5614,228.0
3.5697,230.0
3.5781,230.0
3.5864,230.0
3.5947,230.0
3.6031,230.0
3.6114,230.0
3.6198,230.0
3.6281,230.0
3.6365,230.0
3.6448,230.0
3.6531,230.0
3.6615,230.5
3.6698,231.0
3.6782,231.5
3.6865,232.0
3.6948,232.0
3.7032,232.0
3.7115,232.0
3.7199,232.0
3.7282,232.0
3.7366,232.0
3.7449,232.0
3.7532,232.0
3.7616,232.0
3.7699,232.0
3.7783,232.0
3.7866,232.0
3.7949,232.0
3.8033,232.0
3.8116,232.0
3.82,232.0
3.8283,232.0
3.8367,232.0
3.845,232.0
3.8533,232.0
3.8617,232.0
3.87,232.0
3.8784,232.0
3.8867,232.0
3.895,232.0
3.9034,232.0
3.9117,232.0
3.9201,232.0
3.9284,232.0
3.9368,232.0
3.9451,232.0
3.9534,232.0
3.9618,232.0
3.9701,232.0
3.9785,232.0
3.9868,232.0
3.9951,232.0
4.0035,232.0
4.0118,232.0
4.0202,232.0
4.0285,232.0
4.0369,232.0
4.0452,232.0
4.0535,232.0
4.0619,232.0
4.0702,232.0
4.0786,232.0
4.0869,232.0
4.0952,232.0
4.1036,232.0
4.1119,232.0
4.1203,232.0
4.1286,232.0
4.137,232.0
4.1453,232.0
4.1536,232.0
4.162,232.0
4.1703,232.0
4.1787,232.0
4.187,232.0
4.1953,232.0
4.2037,232.0
4.212,232.0
4.2204,232.0
4.2287,232.0
4.2371,232.0
4.2454,232.0
4.2537,232.0
4.2621,232.0
4.2704,232.0
4.2788,232.0
4.2871,232.0
4.2954,232.0
4.3038,232.0
4.3121,232.0
4.3205,232.0
4.3288,232.0
4.3372,232.0
4.3455,232.0
4.3538,232.0
4.3622,232.0
4.3705,232.0
4.3789,232.0
4.3872,232.0
4.3955,232.0
4.4039,232.0
4.4122,232.0
4.4206,232.0
4.4289,232.0
4.4373,232.0
4.4456,232.0
4.4539,232.0
4.4623,232.0
4.4706,232.0
4.479,232.0
4.4873,232.0
4.4956,232.0
4.504,232.0
4.5123,232.0
4.5207,232.0
4.529,232.0
4.5374,232.0
4.5457,232.0
4.554,232.0
4.5624,232.0
4.5707,232.0
4.5791,232.0
4.5874,232.0
4.5957,232.0
4.6041,232.0
4.6124,232.0
4.6208,232.0
4.6291,232.0
4.6375,232.0
4.6458,232.0
4.6541,232.0
4.6625,232.0
4.6708,232.0
4.6792,232.0
4.6875,232.0
4.6958,232.0
4.7042,232.0
4.7125,232.0
4.7209,232.0
4.7292,232.0
4.7376,232.0
4.7459,232.0
4.7542,232.0
4.7626,232.0
4.7709,232.0
4.7793,232.0
4.7876,232.0
4.7959,232.0
4.8043,232.0
4.8126,232.0
